"A3MXBLYX2CDGTP",122,0.7995440351997727,0.5,0.8852459016393442,0.13934426229508196,6.3455422635750507,10.0,0.32599812927681782,6.99700106445332
"A2LV5QYHH24OMY",12996,0.8056039844359328,0.5319385986630354,0.6215758694983071,0.16643582640812557,6.2318528828714834,10.0,0.29531682764632278,6.9958843004263702
"A2BWMYV8JU7RO4",356,0.8202338625793681,0.534375,0.898876404494382,0.12359550561797752,6.7622377622377625,10.0,0.41796664873587952,8.0020020020020013
"A2QN0EGBRGJU1M",1031,0.7775129673286806,0.5334957369062119,0.7963142580019399,0.20077594568380214,6.1048523206751053,10.0,0.28966244725738399,6.994432527765861
"A2I3Y0L38HMQLZ",6394,0.8197421777066772,0.5614927905004241,0.737566468564279,0.1321551454488583,6.2318528828714834,10.0,0.29531682764632278,6.9958843004263702
"A3SWVCOJPJM7KQ",233,0.7742819412347309,0.5714285714285714,0.8111587982832618,0.2017167381974249,6.0508054522924413,10.0,0.27137546468401486,6.9926492148714372
"A312KFQ78WB3A4",5036,0.830754902255093,0.5283558792924038,0.7633042096902304,0.08836378077839555,6.3455422635750507,10.0,0.32599812927681782,6.99700106445332
"A34M93NJC830DP",390,0.817857183968295,0.5764705882352941,0.8717948717948718,0.12051282051282051,6.8913951545530496,10.0,0.40852130325814534,7.9971042471042466
"AVX3SWFMBEPMZ",522,0.7906916200019651,0.5226244343891403,0.8467432950191571,0.16091954022988506,5.9547945205479449,10.0,0.29315068493150687,6.9952143924746668
"A1KYGP10BH4FXU",2499,0.7105075352374245,0.5376593279258401,0.6906762705082032,0.27490996398559425,6.3455422635750507,10.0,0.32599812927681782,6.99700106445332
